Site,DateTime,StageHt,Flow,Temp,EC25,Turb,Precip
Tischer2007,01/02/2007 02:00:00,0.267,0.20,0.05,569,2.8,
Tischer2007,01/02/2007 02:15:00,0.267,0.20,0.05,569,2.4,
Tischer2007,01/02/2007 02:30:00,0.268,0.20,0.05,568,2.0,
Tischer2007,01/02/2007 02:45:00,0.268,0.20,0.05,567,2.3,
Tischer2007,01/02/2007 03:00:00,0.268,0.20,0.05,567,2.3,
Tischer2007,01/02/2007 03:15:00,0.269,0.20,0.05,566,2.3,
Tischer2007,01/02/2007 03:30:00,0.269,0.20,0.05,566,2.3,
Tischer2007,01/02/2007 03:45:00,0.270,0.20,0.05,565,2.0,
Tischer2007,01/02/2007 04:00:00,0.271,0.21,0.05,565,1.9,
Tischer2007,01/02/2007 04:15:00,0.271,0.21,0.05,564,1.7,
Tischer2007,01/02/2007 04:30:00,0.273,0.21,0.05,563,1.8,
Tischer2007,01/02/2007 04:45:00,0.273,0.21,0.05,562,2.3,
Tischer2007,01/02/2007 05:00:00,0.274,0.21,0.05,561,2.1,
Tischer2007,01/02/2007 05:15:00,0.274,0.21,0.05,560,2.3,
Tischer2007,01/02/2007 05:30:00,0.274,0.21,0.05,560,2.0,
Tischer2007,01/02/2007 05:45:00,0.275,0.21,0.05,559,1.7,
Tischer2007,01/02/2007 06:00:00,0.275,0.21,0.05,558,1.9,
Tischer2007,01/02/2007 06:15:00,0.275,0.21,0.05,557,1.7,
Tischer2007,01/02/2007 06:30:00,0.276,0.21,0.05,556,1.6,
Tischer2007,01/02/2007 06:45:00,0.278,0.22,0.05,556,1.2,
Tischer2007,01/02/2007 07:00:00,0.279,0.22,0.05,554,1.4,
Tischer2007,01/02/2007 07:15:00,0.279,0.22,0.05,553,1.6,
Tischer2007,01/02/2007 07:30:00,0.280,0.22,0.05,552,1.3,
Tischer2007,01/02/2007 07:45:00,0.281,0.22,0.05,551,1.6,
Tischer2007,01/02/2007 08:00:00,0.281,0.22,0.05,551,1.4,
Tischer2007,01/02/2007 08:15:00,0.282,0.23,0.05,550,1.9,
Tischer2007,01/02/2007 08:30:00,0.283,0.23,0.05,549,1.8,
Tischer2007,01/02/2007 08:45:00,0.284,0.23,0.05,549,2.0,
Tischer2007,01/02/2007 09:00:00,0.285,0.23,0.05,548,2.3,
Tischer2007,01/02/2007 09:15:00,0.286,0.23,0.05,547,2.0,
Tischer2007,01/02/2007 09:30:00,0.287,0.24,0.05,546,1.8,
Tischer2007,01/02/2007 09:45:00,0.288,0.24,0.05,545,1.8,
Tischer2007,01/02/2007 10:00:00,0.289,0.24,0.05,544,2.1,
Tischer2007,01/02/2007 10:15:00,0.290,0.24,0.05,543,2.2,
Tischer2007,01/02/2007 10:30:00,0.292,0.25,0.05,541,2.1,
Tischer2007,01/02/2007 10:45:00,0.294,0.25,0.05,540,1.8,
Tischer2007,01/02/2007 11:00:00,0.295,0.25,0.05,538,1.8,
Tischer2007,01/02/2007 11:15:00,0.295,0.25,0.05,536,2.6,
Tischer2007,01/02/2007 11:30:00,0.298,0.26,0.05,530,2.0,
Tischer2007,01/02/2007 11:45:00,0.300,0.26,0.05,534,2.5,
Tischer2007,01/02/2007 12:00:00,0.302,0.27,0.05,538,2.5,
Tischer2007,01/02/2007 12:15:00,0.304,0.27,0.05,531,2.8,
Tischer2007,01/02/2007 12:30:00,0.305,0.28,0.05,528,3.3,
Tischer2007,01/02/2007 12:45:00,0.305,0.28,0.05,536,2.9,
Tischer2007,01/02/2007 13:00:00,0.308,0.28,0.05,545,3.1,
Tischer2007,01/02/2007 13:15:00,0.307,0.28,0.05,558,3.7,
Tischer2007,01/02/2007 13:30:00,0.308,0.28,0.05,549,3.3,
Tischer2007,01/02/2007 13:45:00,0.306,0.28,0.05,558,2.8,
Tischer2007,01/02/2007 14:00:00,0.304,0.27,0.05,556,2.6,
Tischer2007,01/02/2007 14:15:00,0.303,0.27,0.05,568,2.3,
Tischer2007,01/02/2007 14:30:00,0.302,0.27,0.05,588,2.8,
Tischer2007,01/02/2007 14:45:00,0.303,0.27,0.05,612,4.2,
Tischer2007,01/02/2007 15:00:00,0.302,0.27,0.05,647,4.5,
Tischer2007,01/02/2007 15:15:00,0.301,0.27,0.05,704,3.9,
Tischer2007,01/02/2007 15:30:00,0.300,0.26,0.04,792,4.0,
Tischer2007,01/02/2007 15:45:00,0.298,0.26,0.04,889,3.7,
Tischer2007,01/02/2007 16:00:00,0.296,0.25,0.04,979,4.0,
Tischer2007,01/02/2007 16:15:00,0.293,0.25,0.04,1043,4.2,
Tischer2007,01/02/2007 16:30:00,0.290,0.24,0.03,1089,3.9,
Tischer2007,01/02/2007 16:45:00,0.289,0.24,0.03,1101,3.4,
Tischer2007,01/02/2007 17:00:00,0.288,0.24,0.03,1087,3.6,
Tischer2007,01/02/2007 17:15:00,0.288,0.24,0.03,1061,3.7,
Tischer2007,01/02/2007 17:30:00,0.286,0.23,0.04,1029,3.7,
Tischer2007,01/02/2007 17:45:00,0.286,0.23,0.04,995,3.2,
Tischer2007,01/02/2007 18:00:00,0.287,0.24,0.04,967,4.0,
Tischer2007,01/02/2007 18:15:00,0.286,0.23,0.04,937,3.6,
Tischer2007,01/02/2007 18:30:00,0.286,0.23,0.04,910,3.3,
Tischer2007,01/02/2007 18:45:00,0.285,0.23,0.04,880,2.9,
Tischer2007,01/02/2007 19:00:00,0.285,0.23,0.04,848,2.7,
Tischer2007,01/02/2007 19:15:00,0.284,0.23,0.05,820,2.5,
Tischer2007,01/02/2007 19:30:00,0.284,0.23,0.05,795,3.1,
Tischer2007,01/02/2007 19:45:00,0.284,0.23,0.05,775,2.8,
Tischer2007,01/02/2007 20:00:00,0.284,0.23,0.05,756,3.4,
Tischer2007,01/02/2007 20:15:00,0.285,0.23,0.05,738,3.4,
Tischer2007,01/02/2007 20:30:00,0.286,0.23,0.05,721,3.2,
Tischer2007,01/02/2007 20:45:00,0.284,0.23,0.05,703,3.4,
Tischer2007,01/02/2007 21:00:00,0.285,0.23,0.05,687,3.1,
Tischer2007,01/02/2007 21:15:00,0.283,0.23,0.05,673,3.2,
Tischer2007,01/02/2007 21:30:00,0.283,0.23,0.05,659,2.6,
Tischer2007,01/02/2007 21:45:00,0.282,0.23,0.05,647,2.9,
Tischer2007,01/02/2007 22:00:00,0.281,0.22,0.05,638,2.7,
Tischer2007,01/02/2007 22:15:00,0.281,0.22,0.05,631,3.3,
Tischer2007,01/02/2007 22:30:00,0.280,0.22,0.05,625,3.6,
Tischer2007,01/02/2007 22:45:00,0.281,0.22,0.05,621,2.5,
Tischer2007,01/02/2007 23:00:00,0.280,0.22,0.05,618,2.5,
Tischer2007,01/02/2007 23:15:00,0.280,0.22,0.05,616,2.9,
Tischer2007,01/02/2007 23:30:00,0.279,0.22,0.05,613,2.5,
Tischer2007,01/02/2007 23:45:00,0.279,0.22,0.05,612,2.6,
Tischer2007,01/03/2007 00:00:00,0.279,0.22,0.05,611,2.5,
Tischer2007,01/03/2007 00:15:00,0.278,0.22,0.05,608,2.1,
Tischer2007,01/03/2007 00:30:00,0.278,0.22,0.05,605,2.6,
Tischer2007,01/03/2007 00:45:00,0.278,0.22,0.05,601,2.0,
Tischer2007,01/03/2007 01:00:00,0.278,0.22,0.05,598,1.8,
Tischer2007,01/03/2007 01:15:00,0.278,0.22,0.05,594,2.1,
Tischer2007,01/03/2007 01:30:00,0.278,0.22,0.05,591,2.1,
Tischer2007,01/03/2007 01:45:00,0.278,0.22,0.05,590,2.6,
Tischer2007,01/03/2007 02:00:00,0.278,0.22,0.05,587,2.6,
Tischer2007,01/03/2007 02:15:00,0.278,0.22,0.05,586,2.4,
Tischer2007,01/03/2007 02:30:00,0.279,0.22,0.05,585,2.3,
Tischer2007,01/03/2007 02:45:00,0.279,0.22,0.05,585,2.3,
Tischer2007,01/03/2007 03:00:00,0.280,0.22,0.05,585,1.8,
Tischer2007,01/03/2007 03:15:00,0.280,0.22,0.05,586,1.5,
Tischer2007,01/03/2007 03:30:00,0.280,0.22,0.05,587,1.3,
Tischer2007,01/03/2007 03:45:00,0.280,0.22,0.05,586,1.8,
Tischer2007,01/03/2007 04:00:00,0.280,0.22,0.05,586,1.8,
Tischer2007,01/03/2007 04:15:00,0.281,0.22,0.05,586,1.5,
Tischer2007,01/03/2007 04:30:00,0.280,0.22,0.05,586,2.6,
Tischer2007,01/03/2007 04:45:00,0.280,0.22,0.05,587,1.6,
Tischer2007,01/03/2007 05:00:00,0.280,0.22,0.05,586,1.7,
Tischer2007,01/03/2007 05:15:00,0.281,0.22,0.05,585,1.6,
Tischer2007,01/03/2007 05:30:00,0.281,0.22,0.05,583,1.9,
Tischer2007,01/03/2007 05:45:00,0.281,0.22,0.06,581,2.5,
Tischer2007,01/03/2007 06:00:00,0.281,0.22,0.05,578,1.1,
Tischer2007,01/03/2007 06:15:00,0.281,0.22,0.05,575,1.5,
Tischer2007,01/03/2007 06:30:00,0.281,0.22,0.05,572,1.6,
Tischer2007,01/03/2007 06:45:00,0.281,0.22,0.05,570,2.5,
Tischer2007,01/03/2007 07:00:00,0.281,0.22,0.05,567,1.6,
Tischer2007,01/03/2007 07:15:00,0.281,0.22,0.06,564,1.5,
Tischer2007,01/03/2007 07:30:00,0.281,0.22,0.05,563,1.2,
Tischer2007,01/03/2007 07:45:00,0.281,0.22,0.06,561,1.5,
Tischer2007,01/03/2007 08:00:00,0.281,0.22,0.05,560,1.4,
Tischer2007,01/03/2007 08:15:00,0.281,0.22,0.05,558,1.2,
Tischer2007,01/03/2007 08:30:00,0.281,0.22,0.06,557,1.0,
Tischer2007,01/03/2007 08:45:00,0.281,0.22,0.06,555,1.4,
Tischer2007,01/03/2007 09:00:00,0.281,0.22,0.06,554,1.8,
Tischer2007,01/03/2007 09:15:00,0.280,0.22,0.06,553,1.5,
Tischer2007,01/03/2007 09:30:00,0.280,0.22,0.06,552,1.4,
Tischer2007,01/03/2007 09:45:00,0.281,0.22,0.06,552,1.4,
Tischer2007,01/03/2007 10:00:00,0.283,0.23,0.06,550,1.2,
Tischer2007,01/03/2007 10:15:00,0.283,0.23,0.06,549,2.0,
Tischer2007,01/03/2007 10:30:00,0.281,0.22,0.06,548,1.1,
Tischer2007,01/03/2007 10:45:00,0.281,0.22,0.06,547,1.9,
Tischer2007,01/03/2007 11:00:00,0.282,0.23,0.06,546,2.9,
Tischer2007,01/03/2007 11:15:00,0.278,0.22,0.06,546,2.8,
Tischer2007,01/03/2007 11:30:00,0.277,0.22,0.06,546,2.4,
Tischer2007,01/03/2007 11:45:00,0.276,0.21,0.07,548,2.3,
Tischer2007,01/03/2007 12:00:00,0.267,0.20,0.09,550,2.9,
Tischer2007,01/03/2007 12:15:00,0.213,0.14,0.23,552,3.7,
Tischer2007,01/03/2007 12:30:00,0.190,0.12,0.68,563,2.0,
Tischer2007,01/03/2007 12:45:00,0.189,0.12,0.82,579,2.0,
Tischer2007,01/03/2007 13:00:00,0.191,0.12,0.90,589,1.2,
Tischer2007,01/03/2007 13:15:00,0.191,0.12,0.96,606,1.2,
Tischer2007,01/03/2007 13:30:00,0.191,0.12,1.01,643,2.5,
Tischer2007,01/03/2007 13:45:00,0.192,0.12,1.05,689,3.0,
Tischer2007,01/03/2007 14:00:00,0.192,0.12,1.09,742,2.3,
Tischer2007,01/03/2007 14:15:00,0.192,0.12,1.12,817,2.3,
Tischer2007,01/03/2007 14:30:00,0.192,0.12,1.16,922,2.7,
Tischer2007,01/03/2007 14:45:00,0.192,0.12,1.19,1028,3.4,
Tischer2007,01/03/2007 15:00:00,0.192,0.12,1.20,1128,3.5,
Tischer2007,01/03/2007 15:15:00,0.192,0.12,1.20,1210,3.4,
Tischer2007,01/03/2007 15:30:00,0.192,0.12,1.20,1275,3.6,
Tischer2007,01/03/2007 15:45:00,0.192,0.12,1.20,1323,3.2,
Tischer2007,01/03/2007 16:00:00,0.191,0.12,1.21,1374,3.2,
Tischer2007,01/03/2007 16:15:00,0.192,0.12,1.22,1427,3.0,
Tischer2007,01/03/2007 16:30:00,0.192,0.12,1.23,1467,3.4,
Tischer2007,01/03/2007 16:45:00,0.191,0.12,1.23,1470,2.7,
Tischer2007,01/03/2007 17:00:00,0.191,0.12,1.24,1466,1.8,
Tischer2007,01/03/2007 17:15:00,0.191,0.12,1.26,1457,1.9,
Tischer2007,01/03/2007 17:30:00,0.190,0.12,1.28,1445,2.1,
Tischer2007,01/03/2007 17:45:00,0.190,0.12,1.30,1439,1.8,
Tischer2007,01/03/2007 18:00:00,0.189,0.12,1.32,1452,2.0,
Tischer2007,01/03/2007 18:15:00,0.189,0.12,1.34,1489,2.6,
Tischer2007,01/03/2007 18:30:00,0.189,0.12,1.35,1540,2.5,
Tischer2007,01/03/2007 18:45:00,0.189,0.12,1.37,1601,3.1,
Tischer2007,01/03/2007 19:00:00,0.188,0.12,1.38,1642,2.5,
Tischer2007,01/03/2007 19:15:00,0.188,0.12,1.39,1644,1.7,
Tischer2007,01/03/2007 19:30:00,0.187,0.12,1.40,1611,2.0,
Tischer2007,01/03/2007 19:45:00,0.187,0.12,1.41,1555,2.0,
Tischer2007,01/03/2007 20:00:00,0.187,0.12,1.42,1486,1.9,
Tischer2007,01/03/2007 20:15:00,0.186,0.12,1.43,1417,1.7,
Tischer2007,01/03/2007 20:30:00,0.186,0.12,1.43,1361,1.5,
Tischer2007,01/03/2007 20:45:00,0.186,0.12,1.44,1321,1.4,
Tischer2007,01/03/2007 21:00:00,0.185,0.12,1.44,1295,1.0,
Tischer2007,01/03/2007 21:15:00,0.185,0.12,1.43,1282,1.1,
Tischer2007,01/03/2007 21:30:00,0.185,0.12,1.43,1280,1.2,
Tischer2007,01/03/2007 21:45:00,0.184,0.12,1.43,1283,0.9,
Tischer2007,01/03/2007 22:00:00,0.184,0.12,1.42,1286,0.9,
Tischer2007,01/03/2007 22:15:00,0.184,0.12,1.40,1286,1.4,
Tischer2007,01/03/2007 22:30:00,0.184,0.12,1.39,1277,1.5,
Tischer2007,01/03/2007 22:45:00,0.184,0.12,1.38,1259,0.9,
Tischer2007,01/03/2007 23:00:00,0.183,0.12,1.37,1233,1.7,
Tischer2007,01/03/2007 23:15:00,0.183,0.12,1.37,1201,1.5,
Tischer2007,01/03/2007 23:30:00,0.184,0.12,1.37,1167,1.3,
Tischer2007,01/03/2007 23:45:00,0.183,0.12,1.37,1133,0.7,
Tischer2007,01/04/2007 00:00:00,0.183,0.12,1.37,1098,1.0,
Tischer2007,01/04/2007 00:15:00,0.183,0.12,1.37,1063,1.2,
Tischer2007,01/04/2007 00:30:00,0.182,0.12,1.36,1030,0.9,
Tischer2007,01/04/2007 00:45:00,0.182,0.12,1.36,998,0.7,
Tischer2007,01/04/2007 01:00:00,0.182,0.12,1.34,969,0.5,
Tischer2007,01/04/2007 01:15:00,0.182,0.12,1.33,943,0.5,
Tischer2007,01/04/2007 01:30:00,0.182,0.12,1.32,921,0.4,
Tischer2007,01/04/2007 01:45:00,0.182,0.12,1.31,902,0.3,
Tischer2007,01/04/2007 02:00:00,0.182,0.12,1.31,886,0.7,
Tischer2007,01/04/2007 02:15:00,0.182,0.12,1.31,872,0.3,
Tischer2007,01/04/2007 02:30:00,0.181,0.12,1.31,863,0.4,
Tischer2007,01/04/2007 02:45:00,0.181,0.12,1.31,856,0.4,
Tischer2007,01/04/2007 03:00:00,0.181,0.12,1.31,852,-0.1,
Tischer2007,01/04/2007 03:15:00,0.181,0.12,1.32,849,0.1,
Tischer2007,01/04/2007 03:30:00,0.181,0.12,1.32,845,-0.2,
Tischer2007,01/04/2007 03:45:00,0.180,0.12,1.32,841,0.6,
Tischer2007,01/04/2007 04:00:00,0.181,0.12,1.33,839,2.0,
Tischer2007,01/04/2007 04:15:00,0.180,0.12,1.33,836,1.7,
Tischer2007,01/04/2007 04:30:00,0.180,0.12,1.34,834,1.2,
Tischer2007,01/04/2007 04:45:00,0.180,0.12,1.34,833,1.0,
Tischer2007,01/04/2007 05:00:00,0.180,0.12,1.34,831,1.2,
Tischer2007,01/04/2007 05:15:00,0.179,0.12,1.35,828,0.3,
Tischer2007,01/04/2007 05:30:00,0.179,0.12,1.35,825,0.2,
Tischer2007,01/04/2007 05:45:00,0.179,0.12,1.35,823,0.3,
Tischer2007,01/04/2007 06:00:00,0.180,0.12,1.35,821,0.8,
Tischer2007,01/04/2007 06:15:00,0.180,0.12,1.36,818,0.3,
Tischer2007,01/04/2007 06:30:00,0.180,0.12,1.36,816,0.3,
Tischer2007,01/04/2007 06:45:00,0.180,0.12,1.36,813,0.3,
Tischer2007,01/04/2007 07:00:00,0.179,0.12,1.37,809,0.2,
Tischer2007,01/04/2007 07:15:00,0.179,0.12,1.37,805,0.3,
Tischer2007,01/04/2007 07:30:00,0.179,0.12,1.37,800,0.1,
Tischer2007,01/04/2007 07:45:00,0.179,0.12,1.37,796,-0.4,
Tischer2007,01/04/2007 08:00:00,0.179,0.12,1.37,792,-0.4,
Tischer2007,01/04/2007 08:15:00,0.179,0.12,1.37,789,-0.5,
Tischer2007,01/04/2007 08:30:00,0.179,0.12,1.38,786,-0.5,
Tischer2007,01/04/2007 08:45:00,0.179,0.12,1.39,781,-0.5,
Tischer2007,01/04/2007 09:00:00,0.179,0.12,1.41,778,-0.6,
Tischer2007,01/04/2007 09:15:00,0.179,0.12,1.43,774,-0.7,
Tischer2007,01/04/2007 09:30:00,0.178,0.12,1.46,771,-0.8,
Tischer2007,01/04/2007 09:45:00,0.178,0.12,1.48,769,-0.7,
Tischer2007,01/04/2007 10:00:00,0.179,0.12,1.51,766,-0.7,
Tischer2007,01/04/2007 10:15:00,0.178,0.12,1.55,763,-1.0,
Tischer2007,01/04/2007 10:30:00,0.178,0.12,1.60,761,-1.1,
Tischer2007,01/04/2007 10:45:00,0.178,0.12,1.65,758,-1.0,
Tischer2007,01/04/2007 11:00:00,0.178,0.12,1.69,753,-0.9,
Tischer2007,01/04/2007 11:15:00,0.178,0.12,1.74,748,-0.9,
Tischer2007,01/04/2007 11:30:00,0.178,0.12,1.80,744,-1.3,
Tischer2007,01/04/2007 11:45:00,0.178,0.12,1.83,741,-1.5,
Tischer2007,01/04/2007 12:00:00,0.179,0.12,1.87,736,-1.8,
Tischer2007,01/04/2007 12:15:00,0.179,0.12,1.91,734,-1.3,
Tischer2007,01/04/2007 12:30:00,0.180,0.12,1.95,735,-0.3,
Tischer2007,01/04/2007 12:45:00,0.180,0.12,1.98,737,-0.8,
Tischer2007,01/04/2007 13:00:00,0.180,0.12,2.02,742,-1.1,
Tischer2007,01/04/2007 13:15:00,0.181,0.12,2.06,749,1.3,
Tischer2007,01/04/2007 13:30:00,0.181,0.12,2.10,765,2.9,
Tischer2007,01/04/2007 13:45:00,0.182,0.12,2.12,786,2.6,
Tischer2007,01/04/2007 14:00:00,0.182,0.12,2.13,811,2.7,
Tischer2007,01/04/2007 14:15:00,0.182,0.12,2.14,837,2.1,
Tischer2007,01/04/2007 14:30:00,0.183,0.12,2.16,858,2.8,
Tischer2007,01/04/2007 14:45:00,0.183,0.12,2.18,872,3.1,
Tischer2007,01/04/2007 15:00:00,0.183,0.12,2.19,882,4.0,
Tischer2007,01/04/2007 15:15:00,0.184,0.12,2.19,890,3.2,
Tischer2007,01/04/2007 15:30:00,0.185,0.12,2.19,894,3.7,
Tischer2007,01/04/2007 15:45:00,0.185,0.12,2.20,896,4.7,
Tischer2007,01/04/2007 16:00:00,0.186,0.12,2.20,901,5.0,
